City	Library	(Collection + ) Call Number	Witness to text	Specific contents	Main language	Date AH	Date CE	Inferred date		Place	Copyist name	Ownership	Catalogue reference	Digital resource	Alternative data source	Scan available
Paris	Bibliothèque nationale de France	Persan 131	Mujmal al-ḥikma	Full	Persian	844	1440						Richard, Catalogue des manuscrits persans I, ancien fonds, pp. 178-9			https://gallica.bnf.fr/ark:/12148/btv1b10090181k
Paris	Bibliothèque nationale de France	Persan 162	Mujmal al-ḥikma	Extract (?) in majmūʿa	Persian	848	1444				Šāhīn b. ʿAbd al-Raḥman al-Muḥarrir		Richard, Catalogue des manuscrits persans I, ancien fonds, pp. 154-5			https://gallica.bnf.fr/ark:/12148/btv1b10090181k
Paris	Bibliothèque nationale de France	Supplément Persan 322	Mujmal al-ḥikma	Full	Persian	924	1518				Fakhr al-Dīn b. Muḥammad al-Khunjī 		Richard, Catalogue des manuscrits persans, tôme II, le supplément persan, première partie, pp. 418-9			
Patna 	Khuda Bakhsh Oriental Public Library	2962	Rasāʾil ikhwān al-ṣafāʾ 	Full? 		1190	1776								Catalogue	
Princeton	Princeton University Library	Garett 189Lq	Rasāʾil ikhwān al-ṣafāʾ 	Partial (first ten rasāʾil)		1127	1715				ʻAbd al-Qādir ibn Ṣafāy Chalabī ibn Ṭāhā			https://catalog.princeton.edu/catalog/6357634		
Princeton	Princeton University Library	Garrett 4263Y	Rasāʾil ikhwān al-ṣafāʾ 	Partial (1.1-1.13; 4.8-4.9)		958	1551			Damascus	al-Bakrī al-Dhabāḥ			https://catalog.princeton.edu/catalog/4941772		Yes
Princeton	Princeton University Library	Garrett 52B	Rasāʾil ikhwān al-ṣafāʾ 	Extracts in majmūʿa				12th/18th C		Iran?				https://catalog.princeton.edu/catalog/4680544		
Princeton	Princeton University Library	Garrett 832Y	Rasāʾil ikhwān al-ṣafāʾ 	Extracts in majmūʿa				17th or 18th C		Iran?				https://catalog.princeton.edu/catalog/5571290		
Princeton	Princeton University Library	Islamic Manuscripts, New Series no. 192	Mujmal al-ḥikma	Full	Persian					Iran?				https://catalog.princeton.edu/catalog/6489855		
Princeton	Princeton University Library	Islamic Manuscripts, New Series no. 2005	Rasāʾil ikhwān al-ṣafāʾ 	Extracts in majmūʿa				11th/17th C		Iran?				https://catalog.princeton.edu/catalog/6207642		
Princeton	Princeton University Library	Islamic Manuscripts, New Series no. 418	Rasāʾil ikhwān al-ṣafāʾ 	Extracts in majmūʿa						Iran?				https://catalog.princeton.edu/catalog/6416288		
Princeton	Princeton University Library	Islamic Manuscripts, New Series no. 459	Rasāʾil ikhwān al-ṣafāʾ 	Extracts in majmūʿa		1104	1693			Iran?				https://catalog.princeton.edu/catalog/6766410		
Qadmus	Private library?	?	Risālat jāmiʿat al-jāmiʿa	Full copy?											Edition Tamir	
Qazvin	Imām Ṣādiq	276	Mujmal al-ḥikma 	Partial copy	Persian								Fehrestegan 28:320, no. 62			
Qom	Golpāygānī 	۶۸۵۱-۳۵/۳۱	Rasāʾil ikhwān al-ṣafāʾ 	Full copy		1233	1818				Muḥammad Bāqir b. Muḥammad Ḥusayn Muḥammad Ābādī Jarqawiyya Iṣfahānī		Fehrestegan 16:419, nr. 38			
Qom	Markaz-i iḥyāʾ-i mīrāth	353		Persian translation (acephalous)				11th/17th C		Iran?					NLAI	
Qom	Marʿashī	10454	Mujmal al-ḥikma 	Full copy	Persian	1272	1855						Fehrestegan 28:319 nr. 55			
Qom	Marʿashī	12456	Mujmal al-ḥikma 	Full copy	Persian	1085	1674						Fehrestegan 28:316, no. 24			
Qom	Marʿashī	13421	Versified abridgement of some rasāʾil by Fayḍ Kāshānī					late 11th/17th C		Iran			Fehrestegan 16:422			
Qom	Marʿashī	13660/1	Mujmal al-ḥikma 	Mujmal al-ḥikma (Persian) in majmūʿa		1071	1660			Bastam	Muḥsin b. Muḥammad Bāyazīd Bisṭāmī		Fehrestegan 28:317, no. 30			
Qom	Marʿashī	16163	Mujmal al-ḥikma 	Partial				12th/18th C					Fehrestegan 28:318, no. 43			
Qom	Marʿashī	3716/3		Persian extract in majmūʿa		1097	1685			Iran	Ṣadr al-Dīn Muḥammad Ḥusaynī 		Fehrestegan 16:421, nr. 7			
Qom	Marʿashī	5300	Rasāʾil ikhwān al-ṣafāʾ 	Full copy 				11th/17th C					Fehrestegan 16:417	https://khizana.bibliotheca-arabica.de/#id:M960t7XuSoCUA_E2tCOZ		
Qom	Marʿashī	7568	Risālat al-Jāmiʿa	Full copy?				11th/17th C					Fehrestegan 16:478, no. 4			
Qom	Marʿashī	7869-7870	Rasāʾil ikhwān al-ṣafāʾ 	Full copy (two volumes)		848	1444				Maḥmūd b. Dawlatkhān Wāhiyāri Dakkawī (only noted on 7870)		Fehrestegan 16:416-7	https://khizana.bibliotheca-arabica.de/#id:KiadF6zBrp8333fyrB3j		
Qom	Masjid-i Aʿẓam	1397	Mujmal al-ḥikma 	Mujmal al-ḥikma (Persian) 				pre-1198 AH					Fehrestegan 28:320, no. 59			
Qom	Masjid-i Aʿẓam	1830	Mujmal al-ḥikma 	Mujmal al-ḥikma (Persian) 									Fehrestegan 28:320, no. 60			
Qom 	Golpāygānī	۲۵/۱۴۶-۵۰۵۶/۱۱	Mujmal al-ḥikma 	Mujmal al-ḥikma (Persian)				13th/19th C					Fehrestegan 28:318, no. 47			
Qom 	Golpāygānī	4/174-704	Mujmal al-ḥikma 	Mujmal al-ḥikma (Persian)				11th/17th C					Fehrestegan 28:316, no. 15			
Qom 	Golpāygānī 	۵۸۷/۲-۴/۵۷	Risālat al-Jāmiʿa	Full copy?							Muḥammad ʿAlī Ḥusaynī		Fehrestegan 16:419, nr 37			
Rabat 	Bibliothèque nationale du royaume de Maroc	al-Khizāna al-kattāniyya 365 	Rasāʾil ikhwān al-ṣafāʾ 	Partial (qism one)		619	1222			Konya	Ismāʿīl b. ʿUmar b. Badl al-khaṭīb al-D-m-ḥ-rqani			http://alnadeem-mss.malecso.org/cgi-bin/koha/opac-detail.pl?biblionumber=121910&query_desc=kw%2Cwrdl%3A%20%D8%B1%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7	Vidi (scan)	
Rampur	Raza Library	3473/651 D.	Rasāʾil ikhwān al-ṣafāʾ 	Full				10th/16th C							Catalogue	
Rampur	Raza Library	3474/19 M.	Rasāʾil ikhwān al-ṣafāʾ 	Full				11th/17th C							Catalogue	
Rampur	Raza Library	3475/330D. 	Rasāʾil ikhwān al-ṣafāʾ 	Partial (qism 1)		1140	1727								Catalogue	
Riyadh	al-Jāmiʿa al-imām Muḥammad b. Saʿūd al-islāmiyya	6671 (?)	Mukhtaṣar Rasāʾil ikhwān al-ṣafāʾ	An abridgement of Rasāʾil ikhwān al-ṣafāʾ (60 folios)	Arabic									https://eservices.kfnl.gov.sa:8060/mans/Home/Details/bc2225aa-bb9b-50d2-74c7-41d3e1f8a02a		
Riyadh	King Faisal Center	00019	Rasāʾil ikhwān al-ṣafāʾ 	Partial		1054	1644				Aḥmad b. Sharaf al-Dīn	Copied for wālī Ḥasan Bāshā		https://library.kfcris.com/cgi-bin/koha/opac-detail.pl?biblionumber=961189		
Riyadh	King Faisal Center	2674	Rasāʾil ikhwān al-ṣafāʾ 	?	Arabic	1289	1872			Acre				https://digitallibrary.al-furqan.com/our_is_item/manid/1066428/groupid/0		
Riyadh	King Faisal Center	00020 	Rasāʾil ikhwān al-ṣafāʾ 	Partial				11th/17th C						https://library.kfcris.com/cgi-bin/koha/opac-detail.pl?biblionumber=959077		
Riyadh 	Maktabat Muḥammad b. ʿAbd al-Raḥmān al-ʿUbaykān	92	Rasāʾil ikhwān al-ṣafāʾ (?)	?	Arabic	1245	1829				Manṣūr b. Anwar ʿAlī 			https://digitallibrary.al-furqan.com/our_is_item/manid/2186892/groupid/0		
Salamiyya	?	(no number)	Risālat jāmiʿat al-jāmiʿa	Full? 											Non vidi (Tamir)	
Salamiyya	Private amir library	(no number)	Risālat jāmiʿat al-jāmiʿa	Full? 		1241	1825								Non vidi (Saliba)	
Salamiyya	Private collection	(no number)	Risālat jāmiʿat al-jāmiʿa	Full? 		1349	1930				Ibrāhim Qāsim Aḥmad ‘Aṭiyya			https://www.ehumanista.ucsb.edu/sites/secure.lsit.ucsb.edu.span.d7_eh/files/sitefiles/ivitra/volume8/3.monograficIII/3_Kacimi.pdf		
Sanaa	Dār al-Makhṭūṭāt wa-l-Maktabat al-Gharbiyya bi-l-Jāmiʿ al-Kabīr	2202	Rasāʾil ikhwān al-ṣafāʾ 	Partial copy (qism 4, 14 epistles)	Arabic	1292	1875				Yaḥyā b. Muḥammad			https://digitallibrary.al-furqan.com/our_is_item/manid/1659418/groupid/0		
Shiraz	National Library 	110	Mujmal al-ḥikma 	Partial copy (acephalous MS)	Persian										Danishpazhuh ed.	
Shiraz	ʿAlāma Ṭabāṭabāʾī	1261	Mujmal al-ḥikma 	Full?	Persian			11th/17th C					Fehrestegan 28:316, no. 13			
Shiraz	ʿAlāma Ṭabāṭabāʾī	1262	Mujmal al-ḥikma 	Full?	Persian			11th/17th C					Fehrestegan 28:316, no. 12			
St. Petersburg	Institute of Oriental Studies	Arabic Manuscripts B 1029	Rasāʾil ikhwān al-ṣafāʾ 	Single risala in majmūʿa										https://ismi.mpiwg-berlin.mpg.de/codex/375534		
St. Petersburg	National Library of Russia	Firkovich Yevr.-Arab I 3145	Rasāʾil ikhwān al-ṣafāʾ 	Fragment of Risāla on Magic (52b) in Judeo-Arabic				7th-8th/13th-14th C		Cairo?					Ehud Krinis	
St. Petersburg	National Library of Russia	Firkovich Yevr.-Arab II 1193, 55, 1060, 448 & Yevr-Arab 1213	Risālat al-Jāmiʿa	51 pages in Judeo-Arabic				Before 16th C		Cairo?					Ehud Krinis	
Tabriz	Central University Library	561	Risālat al-Jāmiʿa	Full?		1307	1889								NLAI	
Tabriz	Edebiyat University Library	8	Risālat al-Jāmiʿa	Full?		1037	1627						Fehrestegan 16:478, no. 5			
Tabriz	Khādim Ḥusaynī	30	Rasāʾil ikhwān al-ṣafāʾ 	Partial		670	1271						Fehrestegan 16:416			
Tabriz	National Library	3409		Persian translation of one risala	Persian	1057	1647			Bandar al-Sūriyyeh (?)	Mu'izz al-Din Mu'izz al-Mulk				NLAI	
Tashkent 	Biruni Institute	13236/4 and 5	Mujmal al-ḥikma	Extracts in majmūʿa	Persian	1269	1852				اوراض على مخذوم بن صفا مخذوم گورلانلی			http://scam.beruni.uz/scam/items/19638 and http://scam.beruni.uz/scam/items/19639		
Tashkent 	Biruni Institute	560	Rasāʾil ikhwān al-ṣafāʾ 	Partial (3.13-end?)		637	1240				Muḥammad b. Masʿūd b. Aḥmad al-Bukhārī 			http://scam.beruni.uz/scam/items/1344		
Tbilisi	Georgian National Center of Manuscripts	Oriental Collection 54	Mujmal al-ḥikma	Full?	Persian	1031	1621							http://astronomicalmanuscripts.ge/persian%20manuscripts.html		
Tehran	Anjumān-e āthār ve-mafākhir-i farhangī	100	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)									Fehrestegan 28:315, no. 3			
Tehran	Dā’irat al-maʿārif-i buzurg-i islāmī 	113 	Mujmal al-ḥikma	Mujmal al-ḥikma		1059	1649								Catalogue	
Tehran	Dā’irat al-maʿārif-i buzurg-i islāmī 	1662 ʿaksī 	Rasāʾil ikhwān al-ṣafāʾ 	Full, but may be a microfilm		1075	1664								Catalogue	
Tehran	Dā’irat al-maʿārif-i buzurg-i islāmī 	1700	Risālat al-Jāmiʿa	Full copy?		684	1285				Muḥammad b. Muḥammad al-muṭabbib al-Dimashqī 				NLAI	
Tehran	Dā’irat al-maʿārif-i buzurg-i islāmī 	1847 ʿaksī	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian) (microfilm?)				10th-11th/16th-17th C							Catalogue	
Tehran	Dā’irat al-maʿārif-i buzurg-i islāmī 	80/10 	Mujmal al-ḥikma	Mujmal al-ḥikma		1279	1862				Kāẓim b. Āghā Kūchik Khāmūsh Iṣfahānī 				Catalogue	
Tehran	Dā’irat al-maʿārif-i buzurg-i islāmī 	823 ʿaksī 	Rasāʾil ikhwān al-ṣafāʾ 	Full, but may be a microfilm				7th/13th C							NLAI	
Tehran	Dānishgāh-i Adabiyyat Library	120 D	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian) 		1046					Muḥammad Rabīʿ b. ʿĀrif Fīrūzābādī 				Catalogue	
Tehran	Dānishgāh-i Adabiyyat Library	29/90 D 		Extract in majmūʿa		700	1300						Fehrestegan 16:416			
Tehran	Dānishgāh-i Adabiyyat Library	336/7 ḥikmat	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa (11th risala)		1276	1860			Tehran					Catalogue	
Tehran	Dānishgāh-i Adabiyyat Library	78/16 J		Extract in majmūʿa		1063	1652								NLAI	
Tehran	Doctor Yūsuf Nīrī (private library?)	Unknown number 	Mujmal al-ḥikma	Full?	Persian										Danishpazhuh ed.	
Tehran	Fakhr al-Dīn Naṣīrī (private library?)	324	Mujmal al-ḥikma	Full?	Persian	1048	1638								Danishpazhuh ed.	
Tehran	Golestan	189/2	Mujmal al-ḥikma	Full?	Persian	1056	1642								Danishpazhuh ed.	
Tehran	K. Markazī Dānishgāh-i Tehrān	1113/16	Mujmal al-ḥikma	Extracts from Mujmal al-ḥikma in majmūʿa									Fehrestegan 28:320, no. 61			
Tehran	K. Markazī Dānishgāh-i Tehrān	1155 	Rasāʾil ikhwān al-ṣafāʾ 	Full copy		968	1561			Cairo	Muḥammad b. Muḥammad b. Bahāʾ al-Dīn Anṣārī Hawī		Fehrestegan 16:417			
Tehran	K. Markazī Dānishgāh-i Tehrān	2271/5	Mujmal al-ḥikma	Mujmal al-ḥikma in majmūʿa		1270	1853						Fehrestegan 28:319 nr. 54			
Tehran	K. Markazī Dānishgāh-i Tehrān	302/1	Mujmal al-ḥikma	Mujmal al-ḥikma in majmūʿa		1111	1700				Muḥammad Kāẓim b. Muḥammad Ḥusayn Ḥusaynī Maḥallātī		Fehrestegan 28:318, no. 44			
Tehran	K. Markazī Dānishgāh-i Tehrān	3444	Mujmal al-ḥikma	Full copy?		1031	1622						Fehrestegan 28:313, no. 1			
Tehran	K. Markazī Dānishgāh-i Tehrān	3708/2	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa		1009	1600			Jabal Kara (Hijaz)			Fehrestegan 16:417			
Tehran	K. Markazī Dānishgāh-i Tehrān	43/643 F 		Extract in majmūʿa											NLAI	
Tehran	K. Markazī Dānishgāh-i Tehrān	5595	Rasāʾil ikhwān al-ṣafāʾ 	Persian translation of risala on animals by Mīrzā Aḥmad Waqār 	Persian	1277	1860					Donated to Nāṣir al-Dīn Shāh			Aghabozorg.ir	
Tehran	K. Markazī Dānishgāh-i Tehrān	5638/1	Mujmal al-ḥikma	Mujmal al-ḥikma 		1260	1844						Fehrestegan 28:319 nr. 53			
Tehran	K. Markazī Dānishgāh-i Tehrān	6360/2		Extract in Persian in majmūʿa		992	1584				Bahāʾ al-Dīn Sharīf Āmilī 	Donated to Shāh 'Abbas when stil prince			Aghabozorg.ir	
Tehran	K. Markazī Dānishgāh-i Tehrān	6687	ʿAwn ikhwān al-ṣafāʾ ʿalā fahm kitāb al-shifāʾ 	Perhaps not Ikhwan related		1000	1591								Aghabozorg.ir	
Tehran	K. Markazī Dānishgāh-i Tehrān	7485 	Rasāʾil ikhwān al-ṣafāʾ 	Partial (qism 2)		1129	1717						Fehrestegan 16:418			
Tehran	K. Markazī Dānishgāh-i Tehrān	7581 		Extract in majmūʿa											aghabozorg.ir	
Tehran	K. Markazī Dānishgāh-i Tehrān	7624/3 	Mujmal al-ḥikma	Excerpts from Mujmal al-ḥikma in majmūʿa		1244	1829				Muḥammad Walī b. Ḥusayn		Fehrestegan 28:319 nr. 51			
Tehran	K. Markazī Dānishgāh-i Tehrān	7624/8 	Mujmal al-ḥikma	Excerpts from Mujmal al-ḥikma in majmūʿa		1245	1829				Muḥammad Walī b. Ḥusayn & Ḥājīlrī Astarābādī 		Fehrestegan 28:319 nr. 52			
Tehran	K. Markazī Dānishgāh-i Tehrān	8340	Mujmal al-ḥikma	Mujmal al-ḥikma 		1073	1662			Mashhad	ʿAbdallāh b. Muḥammad Taqī 		Fehrestegan 28:317, no. 33			
Tehran	Lughat Nāme Dehkhodā	166 	Risālat al-Jāmiʿa	Full copy?		678? (or 10th-11th C)				Konya?			Fehrestegan 16:417			
Tehran	Lughat Nāme Dehkhodā	214/2 (or 21?) 	Mujmal al-ḥikma	Full cop				late 12th/18th C			Luṭf ʿAlī b. ʿAbdallāh b. Luṭf ʿAlī Sāwjī		Fehrestegan 28:317, no. 39			
Tehran	Mahdawi	271/1	Mujmal al-ḥikma	Mujmal al-ḥikma in majmūʿa		1273	1856						Catalogue			
Tehran	Mahdawi	417	Rasāʾil ikhwān al-ṣafāʾ 	Partial (most of qism 1)				10th or 11th C					Fehrestegan 16:417, no. 15			
Tehran	Mahdawi	7437	Rasāʾil ikhwān al-ṣafāʾ 	Full?		640	1242			Shahrabad? 					Non vidi (Institute of Ismaili Studies)	
Tehran	Mahdawi	851	Rasāʾil ikhwān al-ṣafāʾ 	Partial (first qism)				11th/17th C					Fehrestegan 16:417, no. 11			
Tehran	Majlis-i Shūrā Library	10190/9		Extract in majmūʿa 		1019	1610						Fehrestegan 16:417-8, no. 19			
Tehran	Majlis-i Shūrā Library	104/5412	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian	907	1501						Fehrestegan 16:420, no. 1 - filed under tarjama			
Tehran	Majlis-i Shūrā Library	112	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian), incomplete	Persian	667	1268			Hari, near Rudbar			Fehrestegan 28:315, no. 1			
Tehran	Majlis-i Shūrā Library	11292/13	Mujmal al-ḥikma	Extract in majmūʿa (10 folios)	Persian	1083	1672						Fehrestegan 28:317, no. 36			
Tehran	Majlis-i Shūrā Library	12574/3 	Mujmal al-ḥikma	Mujmal al-ḥikma partial (3 epistles) in majmūʿa									Fehrestegan 28:320, no. 65			
Tehran	Majlis-i Shūrā Library	1278 Ṭ	Rasāʾil ikhwān al-ṣafāʾ 	Full		1208	1793				Mīrzā Ḥusayn b. Aḥmad Kurjī		Fehrestegan 16:419, nr. 34			
Tehran	Majlis-i Shūrā Library	1358/1		Single risala, but potentially not from Rasa'il									Fehrestegan 16:420, nr. 45			
Tehran	Majlis-i Shūrā Library	15232/25	Muntakhab rasāʾil Ikhwān al-ṣafāʾ	An abridgement of the Rasāʾil by Muẓaffar Ḥusayn b. Muḥammad Amīn Kāshānī		1035	1626			Isfahan					NLAI	
Tehran	Majlis-i Shūrā Library	1555	Rasāʾil ikhwān al-ṣafāʾ 	Full - however, likely a mistaken identifier		968	1561								Ali-de-Unzaga	
Tehran	Majlis-i Shūrā Library	166	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian			11th/17th C					Fehrestegan 28:315, no. 11			
Tehran	Majlis-i Shūrā Library	1829	Risālat al-Jāmiʿa	Full copy?				12th/18th C					Fehrestegan 16:478, no. 6			
Tehran	Majlis-i Shūrā Library	1831	Rasāʾil ikhwān al-ṣafāʾ 	Partial (4.1-4.5)		621	1224				Mubārak Pesar ʿAbdallāh ghulām Najīb al-Dīn Mazīdī 		Fehrestegan 16:416	http://alnadeem-mss.malecso.org/cgi-bin/koha/opac-detail.pl?biblionumber=120093&query_desc=kw%2Cwrdl%3A%20%D8%B1%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7		
Tehran	Majlis-i Shūrā Library	2097	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)		1062	1652				ʿAlī Khān b. ʿAlī Bayk		Fehrestegan 28:317, no. 29			
Tehran	Majlis-i Shūrā Library	2098	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)		1112	1701						Fehrestegan 28:318, no. 45			
Tehran	Majlis-i Shūrā Library	2361 Sh		Extracts in majmūʿa (2 aqsam?)		1302	1884								Aghabozorg.ir	
Tehran	Majlis-i Shūrā Library	278/41s		Extract in majmūʿa (Persian)				11th/17th C								https://ketabpedia.com/%D8%AA%D8%AD%D9%85%D9%8A%D9%84/%d8%af%d9%88-%d8%a8%d9%86%d8%af-%d8%a7%d8%b2-%d8%b1%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d8%ae%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d8%b5%d9%81%d8%a7%d8%a1/
Tehran	Majlis-i Shūrā Library	3251	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)		1244	1824						Fehrestegan 28:319 nr. 50			
Tehran	Majlis-i Shūrā Library	4708	Rasāʾil ikhwān al-ṣafāʾ 	Full copy		686	1287			Baghdad	Khalīl b. Yūsuf b. Salār b. ʿAlī		Fehrestegan 16:416	http://alnadeem-mss.malecso.org/cgi-bin/koha/opac-detail.pl?biblionumber=120099&query_desc=kw%2Cwrdl%3A%20%D8%B1%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7		
Tehran	Majlis-i Shūrā Library	4868/19-20	Mujmal al-ḥikma	Extracts in majmūʿa				13th/19th C					Danishpazhuh ed			
Tehran	Majlis-i Shūrā Library	5224	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)		1072	1662			Mashhad	Muḥammad Taqī		Fehrestegan 28:317, no. 32			
Tehran	Majlis-i Shūrā Library	5255	Rasāʾil ikhwān al-ṣafāʾ 	Partial (10 rasail, start 2.11 end 4.5)		607	1210						Fehrestegan 16:416		Aghabozorg.ir	
Tehran	Majlis-i Shūrā Library	6523/3		Extracts in majmūʿa (Persian)									Fehrestegan 16:421 nr 9			
Tehran	Majlis-i Shūrā Library	6895/1	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)				12th/18th C					Fehrestegan 28:318, no. 42			
Tehran	Majlis-i Shūrā Library	9040	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)				11th/17th C					Fehrestegan 28:316 nr 14			
Tehran	Majmūʿa-yi Ḥusayn Miftāḥ 	477 	Rasāʾil ikhwān al-ṣafāʾ 	One epistle in majmūʿa				13th/19th C							Aghabozorg.ir	
Tehran	Malek	1056/1	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)		667	1268						Fehrestegan 28:313, no. 2			
Tehran	Malek	1197	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)				11th/17th C					Fehrestegan 28:315, no. 9			
Tehran	Malek	1280	Risālat al-Jāmiʿa	Full copy?				9th/15th C					Fehrestegan 16:478, no. 3			
Tehran	Malek	1477	Rasāʾil ikhwān al-ṣafāʾ 	Full copy?				11th/17th C					Fehrestegan 16:417			
Tehran	Malek	1485	Rasāʾil ikhwān al-ṣafāʾ 	Full?		1073	1662						Fehrestegan 16:418			
Tehran	Malek	2295	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian			11th/17th C					Fehrestegan 28:315, no. 10			
Tehran	Malek	3454/2		Extract in majmūʿa (Persian)	Persian	1085	1674						Fehrestegan 28:316, no. 25			
Tehran	Malek	4027/17		Extracts in majmūʿa (Persian)	Persian			12th/18th C					Catalogue			
Tehran	Malek	4193/7		Extract in majmūʿa (Persian)	Persian	1276	1859						Fehrestegan 28:317, no. 38			
Tehran	Malek	4253/7		Extract in majmūʿa (Persian)	Persian	1059	1649				Muḥammad Kāẓim Iṣfahānī 		Fehrestegan 28:316, no. 27			
Tehran	Malek	4453/12		Partial Persian translation (qism 1 & 2) in majmūʿa	Persian	1224	1809			Tehran			Fehrestegan 16:421 nr 8			
Tehran	Malek	457	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian			10th/16th C					Fehrestegan 28:315, no. 7			
Tehran	Malek	5439	Risālat al-Jāmiʿa	Full copy?		596	1200						Fehrestegan 16:478	http://alnadeem-mss.malecso.org/cgi-bin/koha/opac-detail.pl?biblionumber=112187&query_desc=kw%2Cwrdl%3A%20%D8%B1%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7		
Tehran	Malek	822/1	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian			before 719					Fehrestegan 28:315, no. 4			
Tehran	Marawi Madrasa Library	406	Rasāʾil ikhwān al-ṣafāʾ 	Full?				11th/17th C					Fehrestegan 16:417, nr. 14			
Tehran	Melli / National Library	1226	Rasāʾil ikhwān al-ṣafāʾ 	Full copy?		1278	1861			Isfahan		Copied for ʿAbbāsqulīkhān Nūrī	Fehrestegan 16:419			
Tehran	Melli / National Library	15839	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian			12th/18th C					Fehrestegan 28:317, no. 37			
Tehran	Melli / National Library	18255	Mujmal al-ḥikma	Mujmal al-ḥikma	Persian	1079	1668						Fehrestegan 28:317, no. 35			
Tehran	Melli / National Library	2122	Mujmal al-ḥikma	Mujmal al-ḥikma 	Persian	1072	1662						Fehrestegan 28:317, no. 31			
Tehran	Melli / National Library	550 	Rasāʾil ikhwān al-ṣafāʾ 	Partial (qism 1)				13th/19th C					Fehrestegan 16:418			
Tehran	Melli / National Library	783-784	Rasāʾil ikhwān al-ṣafāʾ 	Full (two vols.)				12th/18th C? 					CHECK			
Tehran	Melli / National Library	8645	Risālat al-Jāmiʿa	Full copy?		1063	1653								NLAI	
Tehran	Miftāḥ	1354	Mujmal al-ḥikma	Full?											Danishpazhuh ed.	
Tehran	Miftāḥ	463	Mujmal al-ḥikma	Full?				11th/17th C					Fehrestegan 28:316, no. 18			
Tehran	Mu’assasat-i Matali’a-yi Islami	132	Mujmal al-ḥikma	Full? 		1071	1661						Fehrestegan 16:421, nr 5			
Tehran	Mujtabā Maynawī	151	Rasāʾil ikhwān al-ṣafāʾ 	Partial copy (1.2-4.9)				9th-10th/15th-16th C					Fehrestegan 16:417, nr 10			
Tehran	Nūrbakhsh Library	209/1 		Partial Persian translation in majmūʿa		1071	1660						Fehrestegan 16:421, nr 6			
Tehran	Sepahsalar Madrasa	2789 	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)		1049	1639				Faraj Allāh b. Muḥammad Aḥwīzāwī (or ḥawīzī, or ḥuwayzī)		Fehrestegan 16:420, nr. 3			
Tehran	Sepahsalar Madrasa	2790/1		Persian translation (multiple hands)		1047	1638				Mullah Burhan bin Mullah Mohammad Khan Rashti; Taj al-Din Hassan Hosseini; Hakim Hussein bin Hakim Noureddin bin Hakim Ali Nourbakhshi Maliki Gilani Dailami		Fehrestegan 16:420, nr. 2			
Tehran	Sepahsalar Madrasa	5791/2	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian)				11th/17th C					Fehrestegan 28:316 nr 16			
Tehran	Sepahsalar Madrasa	6555/1 		Persian translation							Hāshim b. Ḥusayn ʿ Amīd				NLAI	
Tehran	Sulṭanatī	189/2	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian) partial				before 1055					Fehrestegan 28:316, no. 24			
Tehran	Tehran University Ilahiyāt	108 (J)	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian) partial				11th or 12th C					Fehrestegan 28:317, no. 40			
Tehran	Tehran University Ilahiyāt	109 (J)	Mujmal al-ḥikma	Mujmal al-ḥikma (Persian) partial				11th or 12th C					Fehrestegan 28:317, no. 41			
